collaboration_id,collaboration_name,song_id,artist_id
289,James Carr,931,925
290,Paul Atkinson,934,928
291,Whitney Martinez,936,930
292,Jacob Kelley,940,934
293,Philip Berger,941,935
294,Michael Parrish,942,936
295,Donald Reed,943,937
296,Heather Martinez,947,941
297,Jay King,948,942
298,Jeffrey Wells,949,943
299,Laura Collier,954,948
300,Devon Lewis,962,956
301,Timothy Richards,975,969
302,Crystal Scott,977,971
303,Omar Walton,978,972
304,Todd Downs,982,976
305,Scott Rose,983,977
306,Ashley Hernandez,987,981
307,Antonio Montes,991,985
308,Jesse Vargas,992,986
309,Larry Gross,994,988
310,Adam Moreno,996,990
311,Kimberly Hall,997,991
312,Dr. Bradley Rodriguez DDS,999,993
313,David Graves,1000,994
314,Joshua Ross,1002,996
315,Richard Little,1003,997
316,Nancy Cochran,1005,999
317,Shannon Franklin,1006,1000
318,Cody Martinez,1007,1001
319,Michael Gonzalez,1010,1004
320,James Jones,1014,1008
321,Erin Donovan,1022,1016
322,Tyler Bush,1024,1018
323,Regina Boyd,1030,1024
324,Michael Fields,1031,1025
325,Dustin Hawkins,1033,1027
326,Tiffany Sutton,1039,1033
327,Michael Glover,1040,1034
328,Brett Rosales,1041,1035
329,Kayla Gibson,1042,1036
330,William Riddle,1057,1050
331,Nicholas Moran,1060,1053
332,Jessica White,1061,1054
333,Jeffrey Gay,1064,1057
334,Cristina Warren,1068,1061
335,Timothy Medina,1069,1062
336,Megan Ferguson,1071,1064
337,Nathan Smith,1072,1065
338,Gina Gomez,1073,1066
339,Katie Whitaker,1078,1071
340,Ruben Thompson,1080,1073
341,Christopher Horn,1081,1074
342,Micheal Smith,1083,1076
343,Nancy Bryan,1085,1078
344,Heidi Hicks,1086,1079
345,Andres Hart,1097,1090
346,Kimberly Phillips,1106,1099
347,Christopher Hudson MD,1107,1100
348,Jessica Black,1110,1103
349,Jason Hall,1113,1106
350,Holly Hall,1117,1110
351,Susan Anderson,1122,1115
352,Tiffany Moore,1124,1117
353,Micheal Sanchez,1127,1120
354,Craig Richmond,1128,1121
355,Tiffany Woods,1129,1122
356,Connie Russell,1130,1123
357,Tammy Hudson,1132,1125
358,Todd Moore,1134,1127
359,Megan Barrett,1140,1133
360,Thomas Gutierrez,1141,1134
361,Travis Schaefer,1142,1135
362,Christopher Powell,1143,1136
363,Samantha Jenkins,1150,1143
364,Jason Vargas,1154,1147
365,Sandra Mahoney,1157,1150
366,Nathaniel Perkins,1160,1153
367,Kenneth Wilson,1161,1154
368,Andrea Walton,1165,1158
369,Chad Long,1166,1159
370,Jacqueline Bradley,1167,1160
371,Dawn Lee,1172,1165
372,Calvin Davidson,1176,1169
373,Kim Chavez,1178,1171
374,Devin Thomas,1180,1173
375,Tony Arnold,1182,1175
376,Daniel Hernandez,1186,1179
377,Nancy Mullins,1187,1180
378,Christopher Lee,1189,1182
379,Earl Mitchell,1193,1186
380,Vanessa Jackson,1200,1193
381,Richard Smith,1201,1194
382,Jeffrey Holden,1203,1196
383,Julian Peterson,1204,1197
384,Julie Edwards,1205,1198
385,Sophia Carpenter,1208,1201
386,Erin Cowan,1210,1203
387,Hannah Walters,1211,1204
388,Carmen Elliott,1212,1205
389,Stacy Mckinney,1218,1211
390,Thomas Gonzales,1219,1212
391,Elizabeth Chapman,1231,1224
392,Joshua Burns,1233,1226
393,Paul Payne,1234,1227
394,Mr. Jaime Moran DVM,1235,1228
395,Isaac Wiggins,1241,1234
396,Kelly Harris,1242,1235
397,Matthew Collins,1243,1236
398,Michelle Woods,1250,1243
399,Sara Martin,1252,1245
400,Charlene Ayala,1257,1250
401,Matthew Carroll,1268,1261
402,Carla Butler,1280,1273
403,Johnny Everett,1282,1275
404,Melissa Craig,1284,1277
405,Dale Fletcher,1285,1278
406,Desiree Martin,1289,1282
407,Stephanie Green,1291,1284
408,Maria Thomas,1292,1285
409,Patrick Gibson,1296,1289
410,Melvin Gordon,1298,1291
411,Jeffrey Hughes,1299,1292
412,Jason Sandoval,1305,1298
413,Jason Martin,1319,1312
414,Jesse Brock,1323,1316
415,Ricky Sanchez,1324,1317
416,Michael Bush,1326,1319
417,Jack Morris,1327,1320
418,Gail Taylor,1328,1321
419,Christopher Wilson,1329,1322
420,Dawn Krause,1333,1326
421,Mark Schmitt,1335,1328
422,Ariel Roberts,1343,1336
423,Tiffany Ellis,1344,1337
424,Samantha Vasquez,1347,1340
425,Katherine Harrison,1351,1344
426,Keith Fisher,1353,1346
427,Rhonda Harvey,1354,1347
428,Connie Phillips,1356,1349
429,Diana Rose,1357,1350
430,David Haynes,1360,1353
431,Gary Davis,1362,1355
432,Courtney Fleming,1365,1358
433,Rebecca Miller,1372,1365
434,Brianna Allen,1376,1369
435,Jeremy Malone,1377,1370
436,Jo Estrada,1378,1371
437,Vanessa Freeman,1379,1372
438,Jennifer Jackson,1380,1373
439,Harry Aguirre,1383,1376
440,Kimberly Mccarthy,1384,1377
441,Breanna Moon,1386,1379
442,Elizabeth Williams,1389,1382
443,Diana Wise,1391,1384
444,Michael Tran,1396,1389
445,Karen Smith,1398,1391
446,Larry James,1401,1394
447,Sarah Robertson,1404,1397
448,Ashley Henry,1407,1400
449,Jason Green,1409,1402
450,James Russo,1411,1012
451,Christopher Shaw,1413,1405
452,Jordan Adkins,1414,1406
453,Kristin Vargas,1420,1412
454,Kimberly Nguyen,1421,1413
455,Mary Williams,1426,1418
456,Jennifer Patton,1429,1421
457,Lee Vasquez,1430,1422
458,Ryan Browning,1432,1424
459,Benjamin Rodgers,1438,1429
460,John Simmons,1444,1435
461,Adam Gibson,1447,1438
462,Dr. Alison Carey DVM,1449,1440
463,Cheryl Walsh,1454,498
464,Veronica Camacho,1462,1451
465,Michael Lopez,1469,1458
466,Tristan Hale,1474,1463
467,Steven Perez,1477,1466
468,Heather Hall,1478,1467
469,Monica Hess,1481,1470
470,Randall Grimes,1485,1474
471,Christine Townsend,1490,1479
472,Kathleen King,1499,1488
473,Patrick King,1509,1498
474,Kathleen Browning,1512,1501
475,James Hogan,1516,1505
476,Erin Cooke,1518,1507
477,Christopher Miller,1519,1508
478,Alyssa Turner,1520,1509
479,Jill Romero,1521,1510
480,Cole Torres,1523,1512
481,Bryan Johnson,1524,1513
482,Amanda Lewis,1526,1515
483,Nancy Meyer,1529,1518
484,Jessica Taylor,1532,1521
485,Marcus Chambers,1533,1522
486,Michael Park,1541,1530
487,Miguel Tucker,1544,1533
488,Jeffrey Morales,1548,1537
489,Karen Reyes,1551,1540
490,Julie White,1552,1541
491,Timothy Thompson,1564,1490
492,Margaret Jackson,1568,1556
493,Charles Rhodes,1577,1565
494,Rachel Mcbride,1578,1566
495,Stephanie Horn,1579,1567
496,James Waller,1582,1570
497,Juan Gray,1585,1573
498,Patricia Garcia,1587,1575
499,Sandra Jones,1592,1580
500,Teresa Tran,1595,1583
501,Daniel Wallace,1601,1589
502,Debbie Scott,1603,1591
503,Joseph Stone DDS,1604,1592
504,Samantha Stein,1609,848
505,Veronica Hayes,1612,1599
506,Maxwell Franklin,1615,1602
507,Theresa Thompson,1622,1609
508,Carrie Sampson,1626,1613
509,Anthony Ortega,1628,1615
510,Thomas Taylor,1631,1618
511,Philip Williams,1633,1620
512,Kelly Murray,1634,1621
513,Melissa Wood,1636,1623
514,Christy Chapman,1640,1627
515,Nichole Dominguez,1642,1629
516,Amy Cervantes,1644,1631
517,Jennifer Lindsey,1648,1635
518,Evelyn Pratt,1649,1636
519,Scott Robinson,1653,1640
520,Kimberly Torres,1660,1647
521,Terry Farmer,1661,1648
522,Robert Webb,1665,1652
523,Todd Rogers,1666,1653
524,Nathan Yang,1667,1654
525,Damon Gomez,1669,1656
526,Anthony Todd,1677,1664
527,Kyle Maxwell,1679,1666
528,Dr. Timothy Davis,1680,1667
529,Ashley Luna,1682,1669
530,Steven Davenport,1684,1671
531,Peter Fuller,1685,1672
532,Ruth Williams,1686,1673
533,Corey Cooper,1688,1675
534,Ashley Young,1696,1683
535,Andrew Briggs,1697,1684
536,Taylor Anderson,1698,1685
537,Laura Reid,1700,1687
538,Kimberly Benitez,1704,1691
539,Bryan Johnson,1710,1697
540,John Martin,1712,1699
541,Leah Vargas,1715,1701
542,Katie Wade,1717,1703
543,Melissa Clark,1720,1706
544,Ryan Williams,1722,1708
545,Sara Murray,1733,1718
546,Pamela Stout,1735,1720
547,Kristen Johnson,1737,1722
548,Anthony Robles,1739,1518
549,Samuel Mcmillan,1741,1725
550,Jimmy Garcia,1742,1726
551,Patrick Parker,1743,1727
552,Abigail Hill,1748,1732
553,Phillip Bowman,1749,1733
554,Michael Garrison,1750,1734
555,Jennifer Bryant,1752,1736
556,Rose Thompson,1756,1740
557,Blake Castillo,1758,1742
558,Curtis Johnston,1760,580
559,Robert Montoya,1765,1748
560,Bruce Jones,1773,1756
561,Ashley Mann,1775,1758
562,Luis Hall,1779,1762
563,Daniel Woods,1782,1765
564,James Williams,1791,307
565,Anthony Roberts,1793,1775
566,April Campos,1797,1779
567,Sarah Spence,1798,1780
568,Seth Graves,1807,1789
569,Jacob Arnold,1811,1793
570,Margaret Jackson,1813,1795
571,Brooke Curry,1828,1809
572,Brent Mueller,1829,1810
573,Tom Butler,1834,1815
574,Janet Young,1835,1816
575,Vickie Fields,1846,1827
576,Heather Preston,1852,1833
577,Richard Davis,1853,1834
578,Lauren Wilson,1857,1838
579,David Rose,1858,1839
580,Roy Collins,1859,1840
581,Sonya Johnston,1864,1845
582,Richard Ochoa,1867,1848
583,Karen Sweeney,1876,1856
584,Brandon Cardenas,1878,1858
585,Theresa Smith,1879,1859
586,Briana Wright,1882,1862
587,David Walker,1888,1868
588,Rebecca Tucker,1890,1870
589,William Tate,1893,1873
590,Mark Duncan,1895,1875
591,Mary Tucker,1898,1423
592,Joseph Morris,1899,1878
593,Richard Roberts,1900,1879
594,Russell Young,1903,1882
595,Kathleen Palmer,1911,1890
596,Stephanie Burns,1912,1891
597,Michael Bailey,1916,1894
598,Jessica Miller,1919,1897
599,Mark Nguyen,1922,1900
600,Kevin Duncan,1924,1902
601,Sarah Roberts,1926,1904
602,Edward Clark,1931,1909
603,Jennifer Keith,1934,168
604,Stephanie Gibson,1937,1914
605,Barry Howe,1938,1915
606,Jonathan Roberts,1941,1918
607,Ruth Perez,1942,1919
608,Mary Garner,1948,1398
609,Alfred Jensen,1949,1925
610,Monica Morgan,1951,1927
611,Joseph Zimmerman,1953,1929
612,Ryan Martin,1957,1933
613,Joseph Pierce,1958,1934
614,Jaime Fritz,1959,1935
615,Benjamin Terry,1967,1943
616,Michelle Fowler,1972,1948
617,Adam Wheeler,1973,1949
618,Mary Rich,1975,1951
619,James Barnes,1980,1956
620,Destiny Jefferson,1983,1959
621,Emma Perkins,1985,1961
622,Angela Carter PhD,1988,1964
623,Craig Martinez,1994,1970
624,Tammy Alvarado,2000,1976
625,Benjamin Sanchez,2001,1977
626,Amanda Gomez,2004,1980
627,Ethan Williams,2005,1981
628,Theresa Davis,2010,1986
629,Carrie Winters,2016,1992
630,Amy Anderson,2017,1993
631,Erik Rollins,2023,1999
632,Alexandra Brown,2024,2000
633,Kathy Donovan,2027,2003
634,Troy Mosley,2031,2007
635,Ryan Franco,2037,2013
636,Taylor Martin,2043,2019
637,Hayden Wong,2044,2020
638,Holly Gilmore,2047,2023
639,Nicole Beck,2048,2024
640,William Williams,2049,2025
641,Jeffrey Burton,2055,2031
642,Heather Hill,2056,2032
643,Tyler White,2057,2033
644,William Wood,2060,2035
645,Eddie Lee,2068,2043
646,Christian Smith,2069,2044
647,Daniel Vincent,2076,2051
648,Caitlyn Freeman,2077,2052
649,Dylan Thompson,2078,1670
650,Jimmy Lynch,2079,2053
651,Randy House,2080,2054
652,Ashley Russell,2081,2055
653,Barbara Jones,2087,2061
654,Steven White,2093,2066
655,Bradley Russell,2099,2072
656,Alicia Murray,2102,2075
657,Jacob Thomas,2104,2077
658,Jacqueline Smith,2106,2079
659,Jose James,2112,2084
660,Wendy Shannon,2114,2086
661,Katherine Kennedy,2115,2087
662,Richard Woods,2117,2089
663,Jennifer Riddle,2118,2090
664,Lisa Mosley,2122,2094
665,Erika Avila,2124,2096
666,Benjamin Saunders,2130,2101
667,Douglas Gutierrez,2131,2102
668,Sandy Clayton,2132,2103
669,Jennifer Green,2135,2106
670,Dwayne Hawkins,2136,2107
671,Donna Brown,2138,2109
672,Adam Lowe,2141,2112
673,Charles Bender,2146,2117
674,Patricia Adams,2147,2118
675,Patrick Olson,2148,2119
676,Joseph Ruiz,2149,2120
677,Nathan Brandt,2154,2124
678,Amy Lee,2156,2126
679,Elizabeth Miller,2157,1732
680,William Hanna,2161,2130
681,Kimberly Duarte,2173,2142
682,Elizabeth Melton,2183,2152
683,Michael Miller,2184,2153
684,Daniel Griffin,2186,2155
685,Cynthia Bernard,2189,2156
686,Christopher Bell,2191,2158
687,Matthew Duncan,2192,2159
688,Cheryl Page,2198,2164
689,Edward Cooper,2199,2165
690,Scott Spencer,2200,2166
691,Theresa Mahoney,2201,2167
692,Mr. Evan Johnson,2202,2168
693,Patrick Bell,2210,2176
694,Linda Carter,2211,2177
695,Christine Williams,2212,2178
696,Christine Bird,2214,2180
697,Alyssa Martin,2227,2192
698,Denise Valdez,2228,2193
699,Jodi Lopez,2229,959
700,Zachary Stone,2238,2202
701,Jill Davis,2239,2203
702,Kim Zimmerman,2245,2209
703,Travis Johnson,2247,2211
704,Peter Torres,2248,2212
705,Christopher Riley,2250,2214
706,William Perez,2264,2228
707,Desiree Mccormick,2269,2233
708,Michael Price,2274,2237
709,Christina Davis,2275,2238
710,Nancy Franklin,2277,2240
711,Joshua Brewer,2283,2246
712,Savannah Grant,2284,2247
713,Dr. Caitlin Moore,2287,2250
714,Shelby Solis,2289,2252
715,Dawn Harris,2292,2255
716,Crystal Sanchez,2296,2259
717,Brooke Garcia,2297,2260
718,Veronica Matthews,2298,2261
719,Colin Parker Jr.,2307,856
720,Steven Richardson,2309,2270
721,Steven Garcia,2311,2271
722,Mark Ball,2321,2280
723,Michelle Garrett,2324,2283
724,William Johnson,2326,72
725,Angie Arellano,2329,2287
726,Kevin Lewis,2330,2288
727,Zachary Gomez,2337,2295
728,Cheryl Martinez,2341,2299
729,Bradley Robbins,2342,2300
730,Jonathan Warren,2343,2301
731,Annette Harris,2347,2305
732,Courtney Donaldson,2352,2310
733,Tamara Chavez,2356,2314
734,Eric Morgan,2364,2322
735,Kyle Sherman,2366,2324
736,Yolanda Ellison,2371,2329
737,Dana Wagner,2373,2331
738,Jeffrey Chen,2382,2339
739,Matthew Price,2384,2341
740,Ana Curry,2385,2342
741,Rose Yang,2388,2344
742,Brittany Sullivan,2391,2347
743,Johnny Ward,2393,2349
744,Judith Reid,2394,273
745,Bryan Ingram,2396,2350
746,Spencer Duncan,2398,2352
747,Peter Mendoza,2402,2356
748,Tiffany Brown,2406,2360
749,Jennifer Vargas,2407,2361
750,Oscar Ewing,2411,2365
751,Ralph Brown,2412,2366
752,Kimberly Farmer,2413,2367
753,William Blackburn,2414,2368
754,Denise Higgins,2417,2371
755,Bruce Smith,2420,2373
756,Lori Giles,2427,2380
757,Pamela Hart,2428,2381
758,Kenneth Avery,2431,2384
759,Travis Williams,2432,2385
760,James Roberts,2436,2389
761,Sharon Greene,2437,2390
762,Keith Nelson,2438,2391
763,Brianna Baker,2440,2393
764,Casey Strong,2442,2395
765,Anthony Mcguire,2445,2398
766,Jennifer Hines,2457,2408
767,Melissa Peters,2463,2414
768,Juan Reynolds,2465,2416
769,Barbara Stevens,2471,2421
770,Corey Blair,2473,2423
771,Jeffrey Jones,2476,2426
772,Scott Reyes,2481,2431
773,Karen Shaw,2483,2433
774,Ryan Brown,2485,2435
775,Tamara Davis,2490,2440
776,Kevin Black,2492,2442
777,Jeremiah Wheeler,2493,2443
778,Christina Flores,2500,2450
779,Andrew Parker,2503,2453
780,Jacob Park,2505,2455
781,Lawrence Gonzalez,2506,2456
782,Kyle Anderson,2510,2460
783,Linda Griffith,2511,2461
784,Natalie Wolf,2512,2462
785,Melissa Vega,2513,2463
786,Betty White,2522,2472
787,Jennifer Miles,2524,2474
788,Eric Walters,2526,2476
789,Rachel Cunningham,2529,2478
790,Karen Potter,2539,2488
791,Herbert Young,2540,2489
792,Megan Burnett,2545,2494
793,Shannon Davidson,2546,2495
794,Wayne Johnson,2549,2498
795,Teresa Hicks PhD,2552,1726
796,Stacy Flynn,2555,2503
797,Monica Harper,2556,2504
798,Justin Sanchez,2561,2509
799,Matthew Fisher,2565,2513
800,Elizabeth Barber,2566,2514
801,Joseph Matthews,2567,2515
802,Jacob Taylor,2571,2519
803,Brandy Goodman,2579,2526
804,William Ortiz,2582,2529
805,Megan Dominguez,2585,2532
806,Preston Marsh,2587,2534
807,Nicole Riley,2591,2538
808,Michael Williams,2592,2539
809,Christopher Morrison,2598,2544
810,Brett Alvarez,2600,2546
811,Karen Roberts,2601,2547
812,Joshua Landry,2603,2549
813,Roy Parker,2611,2557
814,Gregory Chen II,2612,2558
815,Dalton Newton,2615,2561
816,James Stewart,2616,2562
817,Mark Sims,2619,2565
818,Amanda Sanders,2623,2569
819,Dan Mooney,2625,2571
820,Margaret Mcconnell,2626,2572
821,Krystal Hood,2628,2574
822,John Davis,2629,2575
823,Jill Brown,2630,2576
824,Jesus Graham,2632,2578
825,Paul Macias,2633,2579
826,Courtney Harrison,2635,2581
827,Angela Santos,2638,2584
828,Jenna Taylor,2639,2585
829,David Williams,2641,2587
830,Heather Castillo,2644,2590
831,Nathan Richardson,2646,2592
832,Collin Golden,2650,2596
833,Suzanne Garcia,2651,2597
834,Amanda Duran,2657,2602
835,Michael Cole,2659,2604
836,Heidi Davidson,2663,271
837,Laura Franklin,2670,2614
838,Hunter Jones,2675,2619
839,Dawn Robinson,2676,2620
840,Corey Becker,2677,2621
841,Keith Russo,2680,1144
842,Philip Hicks,2685,2628
843,Samantha Gill,2690,2633
844,Jessica Williams,2691,2634
845,Michael Shaw,2702,2644
846,Andrew Thompson,2706,2648
847,Julie Coleman,2709,2651
848,Karina Rosales,2712,2654
849,Becky Bowman,2713,2655
850,Shannon Cunningham,2715,2657
851,Philip White,2716,2658
852,Carla Anderson,2718,2660
853,Michael Bryan,2720,2662
854,Paul Hughes,2721,2663
855,Dr. Gwendolyn Pugh,2725,2667
856,William Salinas,2726,2668
857,Brandon Holmes,2728,2670
858,Kristie Garcia,2730,2672
859,Allison Johnson,2732,2674
860,Jose Nicholson,2746,2688
861,Isaiah Tucker,2749,2691
862,Jacqueline Phillips,2753,2695
863,Charles Knight,2756,2698
864,Jorge Johnson,2757,2699
865,James Hunt,2758,2700
866,Valerie Henderson,2766,2708
867,Brooke Johnson,2767,2709
868,Dillon Simpson,2768,2710
869,Dean Ruiz,2769,2711
870,Theresa Clark,2771,2713
871,Mr. Gregory Robbins,2781,2723
872,Gregory Adams,2784,2725
873,Brian Kirby,2785,2726
874,Mr. Jesus Foster,2787,2728
875,Brianna Howard,2799,2740
876,Christopher Maldonado,2803,2744
877,John Thompson,2805,2745
878,Erica Williams,2807,2747
879,Shane Gomez,2814,2754
880,Michelle Brown,2826,2766
881,Rachel Mcdonald,2847,2784
882,Brian Martin,2848,2785
883,Norman Reese,2849,2786
884,Amber Nicholson,2860,2797
885,Julie Jones,2861,53
886,Nicole Thomas,2865,2801
887,Jocelyn Trevino,2866,2802
888,Randy Bell,2884,2820
