artist_id,artist_name
378,Matthew Wright
379,Teresa Kelley
380,Cheryl Flynn
381,Jennifer Norris
382,Michael Hopkins
383,Deanna Patterson
384,Nicholas Carrillo
385,Andrew Cobb
386,John Calhoun
387,Amber Harrington
388,Kevin Weber
389,Caroline Martinez
390,Donald Jones
391,Leslie Smith
392,Victoria Davis
393,Christopher Wood
394,Nicole Carter
395,Kayla Thompson
396,Molly Mendez
397,Sarah Gonzalez
398,Anthony Hall
399,Elizabeth Shelton
400,Mary Coffey
401,Troy Miller
402,Heather Peterson
403,Frank Noble
404,Christopher Martin
405,Jacqueline Hart
406,Kirsten Flores
407,Susan Smith
408,Alexis Hayden
409,Krista Mitchell
410,John Smith
411,Rebecca Costa
412,Debra Richardson
413,James Hill
414,Richard Robles
415,Clinton Campbell
416,Anthony Peterson
417,Jeanette Smith
418,Yvette Blake
419,Cheryl Henderson
420,Danielle Lee
421,Wendy Turner
422,Sheryl Taylor
423,Patrick Washington
424,Nicholas Lee
425,Amber Stephens
426,Anthony Powell
427,Kathleen Hart
428,James Martin
429,Sophia Cervantes
430,Michele White
431,Daniel Jensen
432,Jessica Rodriguez
433,Jeffrey Smith
434,Brandy Wall
435,Jessica Russell
436,Peter Dean
437,Kara Lee
438,Robert Barnes
439,David Morse MD
440,Jonathan Wang
441,Mark Leonard
442,Laura Heath
443,Lisa Hernandez
444,William Barajas
445,Samuel Allen
446,Ashley Roy
447,Jason Bass
448,Jennifer Austin
449,Kathryn Anderson
450,Mark Turner
451,John Hatfield
452,Emily Silva
453,Anthony Tran
454,Tyler Middleton
455,Gregory Stewart
456,Robin Graham
457,Jeffrey Ruiz
458,Christine Smith
459,Christopher Frazier
460,Abigail Johns
461,Holly Parker
462,Gary Hester
463,William Estrada
464,Richard Huffman
465,John Davis
466,Alicia Vasquez
467,Monica Stevens
468,Ricardo Kim
469,Jacob Kelly
470,Yolanda Brown
471,Jody Reynolds
472,Laura Powers
473,Tina Stanley
474,Mallory Gay
475,John Mendez
476,Martin Burns
477,Melanie White
478,Dr. Lauren Schmidt
479,Catherine Reeves
480,Michelle Dyer
481,Rebecca Le
482,Emily Thompson
483,Vanessa Powell
484,Joseph Brooks
485,Kathryn Mcdonald
486,David Schultz
487,Molly Young
488,Kristine Williams
489,Alexandra Martinez
490,James Parrish
491,Taylor Castro MD
492,Deborah Ward
493,Derek Rodriguez
494,Troy Ramirez
495,Tiffany Sawyer
496,Patrick Hicks MD
497,Sarah Vazquez
498,Joshua Hill
499,Mackenzie Hall
500,Jordan Moody
501,Cheryl James
502,Jonathan Medina
503,Tyler Hull
504,Sheila Robbins
505,Nathaniel Howell
506,Wendy Morris
507,Janet Rodriguez
508,Elizabeth Ford
509,Andrew Ramos
510,Lisa Carpenter
511,Philip Burns
512,Nicole Hill
513,Denise Hart
514,Alison Wilson
515,Joseph Rivas
516,Jaime Flores
517,Chelsea Cook
518,Michael Robinson
519,Jessica Rice
520,Michael Hardin
521,Michael Matthews
522,Shawn Bentley
523,Kyle Brown
524,David Stone
525,Anthony Wilson
526,Andrea Wheeler
527,Andrea Rodriguez
528,Roy Bishop
529,Richard Sutton
530,Angel Wagner
531,Julie Benson
532,Matthew Kelley
533,Leah Johnson
534,Paul Nguyen
535,Kevin Harris
536,Laura Greene
537,Paul Green
538,Katelyn Mccarthy
539,Teresa Atkins
540,Kim Butler
541,Devin Holmes
542,Lisa Robbins
543,Carol Beltran
544,Melissa Richardson
545,Stephen Ellis
546,Monica Lee
547,Courtney Morris
548,Michael Nguyen
549,Gabrielle Davis
550,Bridget Lane
551,Cheryl Dillon
552,Harold Hodge
553,Gina Hernandez
554,Nicole Benjamin
555,Laura Carter
556,Tracy Myers
557,Gordon Johnson
558,Nathan Erickson
559,Alexandra Hensley
560,Heather Wilson
561,Michael Donaldson
562,Dawn Hanson
563,Katherine Fields
564,Michaela Maxwell
565,Ryan Maynard
566,Charles Walls
567,Debra Rojas
568,Jennifer Blair
569,Marcus Hayes
570,Lisa Mullins
571,Julia Williams
572,Jaime Cook
573,Charles Wolf
574,Paul Mcguire
575,Jennifer Vega
576,Patrick Hall
577,Rick Ramos
578,Jesus Crawford
579,Connie Lopez
580,Jonathan Williams
581,Catherine Henson
582,Joseph Curtis
583,Douglas Cuevas
584,Katelyn Frazier
585,Andrew Cohen
586,Andrew Lewis
587,Ryan Stone
588,Haley Ward
589,Terry Pittman
590,Ricardo Cervantes
591,Meagan Miller
592,Jacob Fleming
593,David Collins
594,Michael Tyler
595,Ms. Crystal Bonilla DDS
596,Ronald Bass
597,Jennifer Patterson
598,Victoria Frost
599,Melissa Parker
600,Michelle Dickson
601,Dennis Oneal
602,William Jackson
603,Erica Ellis
604,Donna Velasquez
605,Andrew Dillon
606,Megan Hamilton
607,Steven Edwards
608,Brian Thomas
609,Kenneth Franklin
610,Austin Jones Jr.
611,Dawn Kelly
612,Victoria Griffith
613,Mary Walker
614,Jon Shelton
615,Edward Rush
616,Mrs. Mackenzie Tran
617,Karen Armstrong
618,Maria Ruiz
619,David Carter
620,Allison Hunt
621,Joel Brown
622,Charles Freeman
623,Tina Johnson
624,Beth Alvarez
625,David Vaughn
626,Timothy Mcdonald
627,Alex Hood
628,Angel Holmes
629,Dawn Rush
630,Craig Gray
631,Sierra Werner
632,Christopher Cunningham
633,Christine Sullivan
634,Jose Bradley
635,Jennifer Waller
636,Donald Howe
637,David Terry
638,Emily Shepherd
639,Janet Underwood
640,Sergio Williams
641,Katrina Miller
642,Gregory Gilmore
643,Thomas Adams
644,Sharon Palmer
645,Amy Bullock
646,Nicole Sanford
647,Angela Hughes
648,Samantha Gonzalez
649,Brittany Robertson
650,Christine Butler
651,Michelle Cook
652,Jose Wells
653,Derek Johnson
654,Danny Graves Jr.
655,Jared Huffman
656,Christian Carlson
657,Charles Williams
658,Elizabeth Martin
659,Patricia Wells MD
660,Tracy Garcia
661,Bryan Marquez
662,Katherine Rivas
663,Julia Baker
664,Jennifer Rogers
665,Steven Mullen
666,Erika Clarke
667,Amy Maxwell
668,Richard Willis DDS
669,Katherine Donaldson
670,Andrew Nicholson
671,Ronald Robinson
672,Michael Schwartz
673,Mario Bradley
674,Travis Wolfe
675,Brandon Roberts
676,Megan Washington
677,Anthony Molina
678,Susan Bradley
679,Sandra Anderson
680,Christian Douglas
681,Brianna Rivera
682,Haley Duarte
683,Tyrone Moss
684,Nathan Forbes
685,Travis Henson
686,Karen Yu
687,Cathy Owen
688,Matthew Salinas
689,Jill Huff
690,Micheal Jones
691,Victoria Carroll
692,Christopher Reynolds
693,Jake Campos
694,Kimberly Miller
695,Robert Cunningham
696,Michael Smith
697,Brian Chan
698,Stephen Santos
699,Kathryn Young
700,Richard Li
701,Steven Mccoy
702,Karen Smith
703,Gary Wilson
704,Jennifer Richmond
705,Sarah Conley
706,Linda Arroyo
707,Monica Chang
708,Colleen Rodgers
709,Bryan Navarro
710,Ashley Johns
711,Elizabeth Lopez
712,Jon Hall
713,Wayne Suarez
714,Michael Brown MD
715,Kevin Coleman MD
716,Joseph Whitehead
717,Mary Adams
718,Tiffany Cain
719,Dr. Leslie Morrow
720,David Miller
721,Daniel Lucas
722,Brittany Bradley
723,Stephen Sweeney
724,Sarah Smith
725,Nathan Young
726,Ellen Padilla
727,Crystal Brady
728,Connie Velazquez
729,William Brown
730,Chris Benitez
731,Melissa Myers
732,John Murphy
733,Steven Campos
734,Gabriel Jimenez
735,Angie Johnson
736,Emma Bean
737,Lance Holmes
738,Lynn Harris
739,Mary Jones
740,Jason Calderon
741,Elizabeth Knight
742,Molly King
743,Erika Jones
744,Ryan Yang
745,Margaret Caldwell
746,Tony Collins
747,Amber Bush
748,Rebecca Sparks
749,Lauren Harrell
750,Natalie Taylor
751,Erik Dodson
752,Kelli Terry
753,Darrell Palmer
754,Christian French
755,Nancy Beard
756,Garrett Garza
757,Krystal Nichols
758,Adam Lawrence
759,Richard Lee
760,Veronica Burch
761,Stephanie Wade
762,Lisa Gutierrez
763,Tracey Hudson DVM
764,Kathy Mason
765,Carrie Jones
766,Karen Taylor
767,Dawn Johns
768,Jennifer Douglas
769,Brian Harris
770,Maria Weaver
771,David Payne
772,Amy King
773,Jason Combs
774,Jacob Grant
775,Tammy Powell
776,Carla Miranda
777,Alyssa Dixon
778,Linda Best
779,Steven Cole
780,Heather Drake
781,Janice Madden
782,Michael Thompson
783,Amy Brown
784,Erika Larson
785,Kayla Santiago
786,Christopher Alexander
787,Danny Richards
788,Anna Howard
789,Brian Lowery
790,James Fry
791,William King
792,Jorge Sullivan
793,Angela Jackson
794,Jennifer Peterson
795,Kendra Moore
796,Daniel Freeman
797,Kyle Cook
798,Katie Sweeney DDS
799,Timothy Conway
800,Rebecca Elliott
801,Shannon Williams
802,Steve Hunt
803,James Parsons
804,Christopher Smith
805,Justin Petersen
806,Tina Padilla
807,Lisa Hoffman
808,Mr. Kevin Sanford DDS
809,Joshua Benson
810,Timothy Mack
811,James Branch
812,Judith Prince
813,Christopher Carey
814,Dr. Deborah Foley
815,Jennifer Kelly
816,Christopher Guzman
817,Daniel Miranda
818,Robert Rivers
819,Karen Schultz
820,Ronald Jensen
821,Kevin Brown
822,Nathan Rodriguez
823,Sarah Cobb
824,Alicia Bernard
825,Cathy Henson
826,Eric Nelson
827,Annette Sherman
828,Jennifer Morris
829,Laurie Braun
830,Matthew Rodgers
831,Antonio Campbell
832,Christopher Harvey
833,Richard Nunez
834,Dr. Nicole Baker
835,Johnny Vasquez
836,Rachel Barry
837,Ryan Price
838,Jeffrey Anderson
839,Stacey Johns
840,Courtney Smith
841,Dean Perez
842,Christopher Reed
843,Samantha Pena
844,Alison Patrick
845,Theresa Frey
846,Nicholas Li
847,Jeffrey Stone
848,David Brown
849,Connie Knox
850,Shannon Roberson
851,Debra Lee
852,Thomas King
853,Mr. Jordan Reyes
854,Margaret Dixon
855,Justin Flores
856,Michelle Brown
857,Megan Mcdonald
858,Tamara Rogers
859,Eric Hernandez
860,Crystal Merritt
861,Douglas Rivera
862,Victor Salas
863,Susan Robertson
864,Benjamin Jordan
865,James Figueroa
866,Michael Jennings
867,Barbara Peterson DDS
868,Katie Hammond
869,Stephen Carroll
870,Jeff Delgado
871,Joseph Hall
872,Robert Martinez
873,Lisa Cole
874,Kathleen Foster
875,Amanda Anderson
876,Diana Reynolds
877,Michael Ibarra
878,Sarah Reid
879,Christina Lane
880,James Watkins
881,Heather Robinson
882,Jessica Mcdaniel
883,William Brooks
884,Donald Strickland
885,Tracy Palmer
886,Alexander Tucker
887,Brooke Ramirez
888,Melissa Pacheco
889,Patrick Vaughan
890,Adam Booker
891,Mary Chavez
892,Brianna Dunn
893,Teresa Garner
894,Joshua Poole
895,Cheryl Summers
896,Jonathan Short
897,Erica Eaton
898,Walter Davis
899,Cynthia Warren
900,Bridget Morrison
901,Patricia Harrington
902,Michele Carlson
903,Karen Gonzalez
904,Casey Grant
905,George Hanson MD
906,Jon Arnold
907,Brian Dennis
908,Angel Johnson
909,Raymond Carr
910,Ryan Yoder
911,Barbara Mendoza
912,Glenn Taylor
913,Andrea Stout
914,Sarah Pena
915,Karen Anderson
916,Benjamin Morrison
917,Jennifer Anderson
918,Angel Warren
919,William Price
920,Danielle Chavez
921,James Flynn
922,Kimberly Villarreal
923,Michele Smith
924,Courtney Moody
925,Thomas Ramirez
926,Angela Hayes
927,Oscar May
928,Stanley Jimenez
929,Rebecca Wagner
930,Barbara Murray
931,Jonathan Dixon
932,Stephen Mcguire
933,Paige Franco
934,Brent Brewer
935,Justin Mccoy
936,Brittany Myers
937,Matthew Taylor
938,Amy Morgan
939,Shelly Garcia
940,Alyssa Davis
941,Andrew Dixon
942,Alicia Valencia
943,Kelsey Hudson
944,Veronica Campbell
945,Ms. Cheryl Bryan
946,Collin Stone
947,Gina Bowman
948,Gerald Reed
949,Tamara Jacobs
950,Matthew Phillips
951,Sandy Williams
952,Daniel Dawson
953,Patricia Holden
954,Elizabeth Finley
955,Daniel Todd
956,Carol Buckley
957,Erin Dodson
958,Emily Davis
959,Thomas Martin
960,Kevin Cox
961,Kevin Tucker
962,Lauren Cline
963,Richard Phillips
964,Maria Fisher
965,Ronald Thompson
966,Cameron Graham
967,Antonio Arias
968,Jocelyn Smith
969,Michael Melton
970,Brenda Lopez
971,Timothy Bryant
972,Jill Moore
973,Christopher Campbell
974,Timothy Clay
975,Robert Miller
976,Jeffery Reeves
977,Angela Davidson
978,Anthony Lewis
979,Courtney Wall
980,Erin Davis
981,Justin Dominguez
982,April Davenport
983,Stephanie Kane
984,Nathan Carroll
985,Sara Castro
986,Danielle Stevens
987,Cassandra Goodman
988,Edward White
989,Paul Davidson
990,Jose Ortega
991,Jessica Poole
992,James Campbell
993,Ivan Richardson
994,Robert Lewis
995,Desiree Ferrell
996,Joyce Padilla
997,Rebecca Crosby
998,Angela Lee
999,Keith Gonzalez
1000,Kimberly Johnson
1001,Robin Lynch
1002,Joshua Oconnell
1003,Wayne Scott
1004,Amanda Stevens
1005,Eric Hayes
1006,Traci Hines
1007,Amber Gonzales
1008,Steven Jones
1009,Leslie Stewart
1010,Jennifer Williams
1011,Lisa Cooper DVM
1012,William Smith
1013,Sarah Henry
1014,Tony Banks
1015,Abigail Cherry
1016,Alicia Hansen
1017,Meredith Morris
1018,Kyle Collins
1019,Deborah Morris
1020,Shannon Bowman
1021,Eric Myers
1022,Susan Allen
1023,Rachel Craig
1024,Thomas Terry
1025,Rita Sanders
1026,Lori Higgins
1027,Kevin Young
1028,Melissa Nelson
1029,Rita Benjamin
1030,Robert Ray
1031,Tracey Tyler
1032,Kristina Adams
1033,Angel Pierce MD
1034,Brenda Newton
1035,Doris Raymond
1036,Charles Jackson
1037,Patricia Short
1038,Frances Bolton
1039,Ryan Johnson
1040,Laura Oliver
1041,Deborah Cain
1042,Steven Ward
1043,Jessica Gray
1044,Derrick Day
1045,Sharon House
1046,Mr. Martin Dunn
1047,Matthew Lopez
1048,Brianna Brown
1049,Rhonda Dennis
1050,Vincent Rosario
1051,Scott Taylor
1052,Luis Young
1053,Amy Wilcox
1054,Nicole Farley
1055,Sarah Harper
1056,Adam Smith
1057,Scott Brooks
1058,Brandi Franklin
1059,Emma Rodriguez
1060,Michelle Ballard
1061,Theresa King
1062,Edward Hoffman
1063,Sara Jenkins
1064,Christopher Hall
1065,Andrea Ramirez
1066,Anthony Cohen
1067,Mr. Ronald Hood
1068,Ronald Banks
1069,Robin Anthony
1070,Kenneth Gibbs
1071,Tony Rivera
1072,James Salazar
1073,Kyle Thompson
1074,Jamie Shaw
1075,Kendra Martinez
1076,Jamie Ross
1077,Karen Davis
1078,Valerie Knox
1079,Peter Blanchard
1080,Brian Garcia
1081,Anthony Brown
1082,Bruce Mcguire
1083,Emily Compton
1084,Mary Mcclure
1085,Matthew Carter
1086,Kristi Brown
1087,Amanda Alvarado
1088,Kimberly Nguyen
1089,Joseph Hernandez
1090,Lori Jones
1091,Michael Ryan
1092,Andrew Thomas
1093,Timothy Brown
1094,Kelly Levy
1095,Chris Johnson
1096,Candace Williamson
1097,Emily Burke
1098,Cheryl Landry
1099,David Martinez
1100,Casey Bates
1101,Elizabeth Flores
1102,Brian Gutierrez
1103,Christina Gregory
1104,Mr. Clifford Fisher
1105,Cassandra Cortez
1106,Corey Fowler
1107,Brian Garner
1108,Leah Grant
1109,Stephen Wong
1110,Christian King
1111,Ashley Hernandez
1112,Craig Martinez
1113,Amy Hansen
1114,Kiara Hernandez
1115,Ashley Wright
1116,Mrs. Hailey Thomas
1117,Steven Juarez
1118,Gabriela Nelson
1119,Gene Sanchez
1120,Sarah Martinez
1121,David English
1122,Jesse Snyder
1123,Rodney Brown
1124,Robert Neal
1125,Melissa Whitehead
1126,Bernard Mills
1127,Kristin Brown
1128,John Hunter
1129,Christian Howard
1130,Sydney Taylor
1131,Jason White
1132,Brenda Santos
1133,Stephanie Bates
1134,Courtney Potter
1135,Christy Johnson
1136,Michael Parks
1137,Mary Galloway
1138,Keith Reyes
1139,Joseph Guerrero
1140,Pamela Matthews
1141,Eric Sanchez
1142,Noah Reyes
1143,Kelsey Quinn
1144,Jennifer Thompson
1145,Jasmine Steele
1146,Kathleen Farrell
1147,Stephen Rodriguez
1148,Corey Martin
1149,Larry Walker
1150,Ashley Bailey
1151,Richard Martin
1152,Paul Jones
1153,Kathryn Scott
1154,Virginia Hamilton
1155,Linda Arnold
1156,Jerry Watson
1157,Kristin Johnson
1158,Justin Cole
1159,Joseph Frazier
1160,Erica Manning
1161,Kathleen Johnson
1162,Clifford Lindsey
1163,Sharon Price
1164,Michael Best
1165,Aimee Bowen
1166,Michelle Morales MD
1167,Ashley Ward
1168,Mrs. Melinda Stevens
1169,Michael Sherman
1170,Sharon Dean
1171,Joshua Williams
1172,Larry Larson
1173,Maxwell Ibarra
1174,Kristy Russell
1175,Geoffrey Chan
1176,Faith Wilson
1177,Mackenzie Elliott
1178,Heather Long DVM
1179,Stephanie Stephens
1180,Ryan Drake
1181,Mrs. Brooke Johnson
1182,Kathryn Maldonado
1183,Mitchell Braun
1184,Alexander Davis
1185,Keith Villarreal
1186,Andrea Griffin
1187,Kyle Martin
1188,Cathy Ochoa
1189,Sydney Berger
1190,Michaela Hartman
1191,Charles Collins
1192,Joshua Thompson
1193,Jared Owens
1194,Madison White
1195,Alexander Gomez
1196,April Dixon
1197,Roy Martin
1198,Janice Castillo
1199,Nicole Nelson
1200,Andrea Santos
1201,Alexandra Rodriguez
1202,Jeffrey Sanchez
1203,Sharon Garrett
1204,Bonnie Bennett
1205,Shawna Wilkerson
1206,Steven Rollins
1207,Mark Wilson
1208,Deborah Charles
1209,Cindy Mitchell
1210,Carl Guerrero
1211,Rebecca Gallegos
1212,Jeffrey Brown
1213,Brian Conner
1214,Christina Miranda
1215,Eric Duncan
1216,Charlotte Howe
1217,Laura Ortiz
1218,Nicholas King
1219,Elizabeth Lloyd
1220,Carla Baxter
1221,Philip Wilson
1222,Tammy Ayala
1223,Shirley Hall
1224,Paul Boyd
1225,Jason Sweeney
1226,Julie Horton
1227,Patricia Stephens MD
1228,Courtney Lee
1229,Joseph Harrell
1230,Katherine Figueroa
1231,Phillip Thomas
1232,Mr. Joshua Perez
1233,Beth Ortiz
1234,Dr. Cole Meyer
1235,Kenneth Olson
1236,Vanessa Osborne
1237,Victoria Gonzalez
1238,Rebecca Moore
1239,Brooke Hines
1240,Danielle King
1241,John Johnson
1242,Victoria Rivers
1243,Carla Hanson
1244,Sarah Lee
1245,James Mosley
1246,Sandra Bennett
1247,Kimberly Walker
1248,Glenn Carr
1249,Jordan Delgado MD
1250,Jay Patel
1251,Emily Osborne
1252,John Carr
1253,Tyler Moyer
1254,Laura Cunningham
1255,Johnathan Reed
1256,Hunter Wagner
1257,Janice Conner
1258,Nancy Cantrell
1259,Elizabeth Mullen
1260,Krystal Hall
1261,Karl Vega
1262,Courtney Peterson
1263,Paul Erickson
1264,Steven Davis
1265,Ashley Khan
1266,Jose Lopez
1267,Jermaine Rodriguez
1268,Mrs. Jenny Lawrence
1269,Heather Cunningham
1270,Terry Daniel
1271,Cassandra Banks
1272,Shannon Nelson
1273,Joseph Buckley
1274,Maria Rosales
1275,Ashley Jacobs
1276,Luke Stokes
1277,Nicole Richardson
1278,Thomas Gay
1279,Eric Mcintyre
1280,Lindsay Sanders
1281,Katherine Anderson
1282,Nancy Martin
1283,Tammie Hawkins
1284,Samuel Barnes
1285,Zachary Chavez
1286,Tammy Hancock
1287,Lisa Brown
1288,Laura Moody
1289,Tammy Juarez
1290,Katrina Clark
1291,Matthew Mcdonald
1292,Brett Barnes
1293,David Bass MD
1294,Kelly Ray
1295,Samuel Stone
1296,Terri Montes
1297,Dana Bowman
1298,Sarah Hernandez
1299,Joseph Valenzuela
1300,Brian Richmond
1301,Cheryl Summers DVM
1302,Mary Fischer
1303,Tammy Morales
1304,Michael Erickson
1305,Benjamin Lopez
1306,James Bradley
1307,Michael Dixon
1308,Shawn Smith
1309,Michelle Banks
1310,Dorothy Jackson
1311,Heidi Blankenship
